country_name,year,co2_emissions,male_death_rate,female_death_rate,cigarette_sales,land_area,GDP,population,gdp_norm,co2_norm
Armenia,1990,19850.0,51.36,7.4,11.89999961853027,28470.0,2256838858.0,3556539.0,634.560413368165,0.6972251492799438
Armenia,1991,20690.0,49.99,6.01,9.300000190734863,28470.0,2069870130.0,3617631.0,572.1617627668494,0.7267298911134528
Armenia,1992,10900.0,45.04,7.44,4.900000095367432,28470.0,1272835453.0,3574555.0,356.0822124712027,0.38285914998243764
Armenia,1993,5040.0,40.77,6.69,5.5,28470.0,1201312829.0,3457349.0,347.46646317742295,0.17702845100105374
Armenia,1994,2740.0,36.68,5.89,5.699999809265137,28470.0,1315158637.0,3373713.0,389.82528656112714,0.0962416578854935
Armenia,1995,3510.0,37.88,4.41,5.599999904632568,28470.0,1468317435.0,3322782.0,441.89400177321295,0.1232876712328767
Armenia,1996,2580.0,38.72,4.45,5.599999904632568,28470.0,1596968946.0,3298898.0,484.0916409055388,0.09062170706006323
Armenia,1997,3340.0,40.69,4.7,5.599999904632568,28470.0,1639492445.0,3271418.0,501.15651530926345,0.11731647348085704
Armenia,1998,3470.0,38.05,5.43,5.699999809265137,28470.0,1893726437.0,3240550.0,584.3842671768681,0.12188268352651914
Australia,1960,88202.351,29.56,3.87,9.100000381469728,7692020.0,18605666928.0,10276477.0,1810.5102485997877,0.01146673448586977
Australia,1961,90589.568,32.45,4.0,9.0,7692020.0,19681935267.0,10483000.0,1877.5098032051894,0.01177708430295293
Australia,1962,94912.961,34.74,4.33,8.800000190734863,7692020.0,19921603763.0,10742000.0,1854.5525752187675,0.012339146414075885
Australia,1963,101029.517,35.97,4.39,8.699999809265137,7692020.0,21538806137.0,10950000.0,1967.014259086758,0.013134328433883428
Australia,1964,108979.573,38.51,4.94,8.800000190734863,7692020.0,23799977601.0,11167000.0,2131.2776574729114,0.014167874368501383
Australia,1965,120966.996,39.41,4.74,8.699999809265137,7692020.0,25974913204.0,11388000.0,2280.9021078328065,0.015726297643531867
Australia,1966,120332.605,41.74,5.02,8.899999618530273,7692020.0,27306529287.0,11651000.0,2343.7069167453437,0.015643823729007463
Australia,1967,129265.417,43.59,5.74,8.5,7692020.0,30441258820.0,11799000.0,2579.9863395202983,0.0168051327219638
Australia,1968,134622.904,45.0,5.74,8.800000190734863,7692020.0,32712509800.0,12009000.0,2723.999483720543,0.01750163208103983
Australia,1969,142257.598,46.75,5.66,8.899999618530273,7692020.0,36681599283.0,12263000.0,2991.2418888526463,0.018494179422310394
Australia,1970,147618.752,47.79,7.18,9.100000381469728,7692020.0,41331616082.0,12507000.0,3304.678666506756,0.019191155509216046
Australia,1971,152774.554,49.28,7.53,8.899999618530273,7692020.0,45214469705.0,12937000.0,3494.973309499884,0.01986143483766293
Australia,1972,157486.649,50.06,7.13,9.199999809265137,7692020.0,52042056075.0,13177000.0,3949.461643393792,0.02047403009872569
